DESCRIPTION_SHORT;MANUFACTURER_PID;MANUFACTURER_NAME;KEYWORDS;NET_LIST_PRICE;MRP_PRICE;LOGISTIC_WEIGHT;LOGISTIC_LENGTH;LOGISTIC_WIDTH;LOGISTIC_DEPTH;ROOT_CATEGORY;NODE_CATEGORY;LEAF_CATEGORY;Innen;Außen;Breite;Gewicht;EAN;Temperaturbereich;Stromisolierung;Bohrung;Bauform;Lagerluft;Dichtung;Käfig;Außenring;Rollenreihen;Toleranzklasse;
NU316  ECJ;NU316  ECJ;SKF;10004833 | NU316ECJ | SKFNU316 | NU316SKF;208,91;609,88;3,886;0,176;0,172;0,044;Wälzlager;Radial-Rollenlager;Zylinderrollenlager;80;170;39;3.886;7316577086181;-30 bis +150°C;keine;zylindrische Bohrung;Loslager. Innenring beidseitig herausnehmbar;normale Radiallagerluft;keine. offenes Lager;Stahlblechkäfig;ohne Nut/Schmierbohrung;einreihiges Lager;Maßgenauigkeit P0/PN bzw. ABEC 1. Laufgenauigkeit P6 bzw. AB;
